purchase_id,user_id,purchase_date,time,plan_type,revenue
2410,5149,2025-12-08,10:46:12,Pro,29.00
2411,5149,2026-01-18,10:46:12,Pro,29.00
2412,5152,2025-02-07,11:57:55,Pro,49.00
2413,5155,2025-05-17,1:26:34,Basic,29.00
2414,5155,2025-06-20,1:26:34,Basic,29.00
2415,5156,2025-05-08,12:25:14,Pro,49.00
2416,5156,2025-06-21,12:25:14,Pro,49.00
2417,5157,2025-09-24,3:15:12,Basic,49.00
2418,5157,2025-10-23,3:15:12,Basic,49.00
2419,5159,2025-05-05,12:48:46,Basic,49.00
2420,5163,2025-11-28,6:04:37,Basic,29.00
2421,5163,2026-01-02,6:04:37,Basic,29.00
2422,5164,2025-03-15,1:18:51,Basic,99.00
2423,5164,2025-04-10,1:18:51,Basic,99.00
2424,5166,2025-09-15,11:39:20,Basic,19.00
2425,5166,2025-10-17,11:39:20,Basic,19.00
2426,5171,2025-01-12,10:42:12,Basic,19.00
2427,5173,2025-11-09,8:58:27,Basic,99.00
2428,5173,2025-12-20,8:58:27,Basic,99.00
2429,5179,2025-09-05,1:30:25,Basic,19.00
2430,5190,2025-12-18,7:09:49,Basic,49.00
2431,5190,2026-01-18,7:09:49,Basic,49.00
2432,5191,2025-05-21,5:44:53,Basic,29.00
2433,5194,2025-02-25,8:12:29,Basic,99.00
2434,5196,2025-10-23,1:29:02,Basic,29.00
2435,5198,2025-11-28,1:20:02,Basic,49.00
2436,5198,2026-01-01,1:20:02,Basic,49.00
2437,5201,2025-01-23,9:22:36,Pro,19.00
2438,5201,2025-03-01,9:22:36,Pro,19.00
2439,5202,2025-09-20,3:52:39,Basic,19.00
2440,5202,2025-10-15,3:52:39,Basic,19.00
2441,5203,2025-11-26,6:24:43,Basic,19.00
2442,5206,2025-05-26,11:34:03,Basic,49.00
2443,5206,2025-06-28,11:34:03,Basic,49.00
2444,5213,2025-03-23,7:23:10,Pro,99.00
2445,5214,2025-06-11,8:35:55,Pro,29.00
2446,5214,2025-07-22,8:35:55,Pro,29.00
2447,5215,2025-04-08,4:37:35,Basic,29.00
2448,5216,2025-07-21,5:27:31,Basic,29.00
2449,5217,2025-11-20,2:13:54,Basic,19.00
2450,5217,2025-12-22,2:13:54,Basic,19.00
2451,5218,2025-11-22,4:08:27,Enterprise,49.00
2452,5218,2025-12-29,4:08:27,Enterprise,49.00
2453,5219,2025-05-23,7:51:11,Pro,29.00
2454,5219,2025-06-27,7:51:11,Pro,29.00
2455,5220,2025-02-19,1:56:07,Pro,49.00
2456,5220,2025-03-17,1:56:07,Pro,49.00
2457,5222,2025-08-30,5:37:29,Enterprise,29.00
2458,5222,2025-10-13,5:37:29,Enterprise,29.00
2459,5224,2025-12-23,10:47:20,Basic,49.00
2460,5224,2026-01-21,10:47:20,Basic,49.00
2461,5230,2025-08-19,7:13:26,Pro,29.00
2462,5230,2025-09-14,7:13:26,Pro,29.00
2463,5236,2025-11-24,12:42:45,Pro,99.00
2464,5236,2025-12-25,12:42:45,Pro,99.00
2465,5248,2025-03-11,1:17:53,Basic,49.00
2466,5251,2025-05-03,7:27:03,Basic,29.00
2467,5252,2025-10-24,12:01:16,Basic,29.00
2468,5253,2025-06-09,4:47:37,Basic,99.00
2469,5255,2025-10-16,1:58:59,Basic,29.00
2470,5259,2025-05-19,3:55:18,Enterprise,19.00
2471,5260,2025-01-16,9:55:28,Basic,49.00
2472,5261,2025-12-04,2:50:34,Pro,29.00
2473,5264,2025-10-19,3:46:57,Basic,49.00
2474,5267,2025-12-22,11:09:09,Basic,29.00
2475,5267,2026-01-22,11:09:09,Basic,29.00
2476,5275,2025-08-26,4:51:11,Basic,19.00
2477,5275,2025-10-03,4:51:11,Basic,19.00
2478,5276,2025-09-26,6:47:55,Basic,29.00
2479,5277,2025-04-25,2:25:45,Pro,19.00
2480,5280,2026-01-12,4:27:00,Pro,29.00
2481,5285,2025-08-24,8:39:29,Pro,49.00
2482,5285,2025-10-07,8:39:29,Pro,49.00
2483,5289,2025-04-05,11:40:10,Pro,29.00
2484,5289,2025-05-10,11:40:10,Pro,29.00
2485,5290,2025-07-27,10:43:33,Basic,19.00
2486,5290,2025-08-24,10:43:33,Basic,19.00
2487,5294,2025-08-31,2:11:40,Basic,99.00
2488,5294,2025-10-10,2:11:40,Basic,99.00
2489,5296,2025-07-30,5:24:59,Basic,29.00
2490,5303,2025-11-07,9:56:06,Pro,19.00
2491,5303,2025-12-15,9:56:06,Pro,19.00
2492,5306,2025-03-08,1:35:46,Basic,49.00
2493,5309,2025-09-19,11:10:16,Pro,29.00
2494,5309,2025-10-25,11:10:16,Pro,29.00
2495,5310,2025-06-18,8:17:32,Pro,99.00
2496,5310,2025-07-27,8:17:32,Pro,99.00
2497,5313,2025-05-30,7:04:34,Pro,19.00
2498,5313,2025-06-28,7:04:34,Pro,19.00
2499,5314,2025-04-11,3:04:51,Pro,99.00
2500,5314,2025-05-08,3:04:51,Pro,99.00
2501,5316,2025-08-25,12:19:00,Basic,99.00
2502,5316,2025-09-19,12:19:00,Basic,99.00
2503,5317,2025-04-11,12:01:33,Pro,49.00
2504,5319,2025-06-07,9:32:18,Basic,49.00
2505,5322,2025-12-29,12:45:14,Basic,29.00
2506,5326,2025-11-30,3:05:53,Pro,99.00
2507,5326,2025-12-27,3:05:53,Pro,99.00
2508,5327,2025-02-12,3:58:36,Pro,29.00
2509,5327,2025-03-20,3:58:36,Pro,29.00
2510,5332,2026-01-12,6:22:18,Basic,49.00
2511,5332,2026-02-24,6:22:18,Basic,49.00
2512,5333,2025-03-26,2:57:21,Pro,29.00
2513,5333,2025-05-08,2:57:21,Pro,29.00
2514,5340,2025-07-28,2:51:24,Basic,29.00
2515,5359,2025-02-21,11:50:15,Basic,99.00
2516,5359,2025-03-18,11:50:15,Basic,99.00
2517,5360,2025-04-15,2:56:50,Pro,29.00
2518,5360,2025-05-22,2:56:50,Pro,29.00
2519,5361,2025-11-04,5:04:20,Pro,29.00
2520,5365,2025-08-01,12:42:26,Enterprise,99.00
2521,5365,2025-09-03,12:42:26,Enterprise,99.00
2522,5370,2025-07-12,11:02:06,Basic,29.00
2523,5370,2025-08-07,11:02:06,Basic,29.00
2524,5375,2025-05-07,11:41:56,Basic,49.00
2525,5375,2025-06-18,11:41:56,Basic,49.00
2526,5379,2025-06-14,2:11:34,Basic,29.00
2527,5380,2025-11-10,11:40:03,Pro,19.00
2528,5383,2025-03-31,7:19:15,Basic,29.00
2529,5389,2025-07-02,11:43:14,Basic,49.00
2530,5393,2025-08-04,9:30:03,Pro,49.00
2531,5398,2025-11-12,4:11:37,Pro,29.00
2532,5398,2025-12-14,4:11:37,Pro,29.00
2533,5401,2025-12-24,12:24:04,Basic,49.00
2534,5403,2025-07-03,4:29:54,Basic,29.00
2535,5404,2025-03-29,6:35:26,Basic,19.00
2536,5404,2025-04-23,6:35:26,Basic,19.00
2537,5405,2025-11-20,6:14:47,Pro,19.00
2538,5405,2026-01-02,6:14:47,Pro,19.00
2539,5406,2025-12-12,8:22:50,Basic,49.00
2540,5411,2025-02-18,7:12:28,Basic,29.00
2541,5411,2025-04-02,7:12:28,Basic,29.00
2542,5413,2025-03-03,4:53:43,Enterprise,99.00
2543,5418,2025-03-08,9:33:44,Basic,19.00
2544,5419,2025-05-16,3:00:00,Basic,49.00
2545,5419,2025-06-25,3:00:00,Basic,49.00
2546,5422,2025-03-24,6:24:55,Basic,29.00
2547,5428,2025-06-01,12:13:49,Basic,49.00
2548,5428,2025-07-14,12:13:49,Basic,49.00
2549,5434,2025-12-27,6:20:37,Enterprise,19.00
2550,5434,2026-02-08,6:20:37,Enterprise,19.00
2551,5437,2025-08-25,3:42:01,Pro,99.00
2552,5437,2025-10-07,3:42:01,Pro,99.00
2553,5444,2025-09-16,8:11:01,Basic,49.00
2554,5444,2025-10-20,8:11:01,Basic,49.00
2555,5445,2025-06-05,7:24:30,Basic,19.00
2556,5445,2025-06-30,7:24:30,Basic,19.00
2557,5450,2025-10-08,2:47:14,Basic,29.00
2558,5451,2025-12-19,9:22:06,Enterprise,29.00
2559,5458,2025-11-06,12:58:25,Enterprise,29.00
2560,5458,2025-12-07,12:58:25,Enterprise,29.00
2561,5460,2025-09-20,4:30:53,Basic,49.00
2562,5463,2025-05-28,8:45:35,Basic,49.00
2563,5463,2025-06-30,8:45:35,Basic,49.00
2564,5464,2025-08-17,5:36:26,Enterprise,49.00
2565,5464,2025-09-23,5:36:26,Enterprise,49.00
2566,5466,2025-04-30,6:22:05,Basic,19.00
2567,5466,2025-06-13,6:22:05,Basic,19.00
2568,5467,2025-02-07,5:17:44,Enterprise,29.00
2569,5472,2026-01-30,1:32:19,Basic,19.00
2570,5475,2025-08-27,4:22:15,Pro,19.00
2571,5475,2025-10-07,4:22:15,Pro,19.00
2572,5484,2025-02-11,5:49:42,Basic,49.00
2573,5485,2025-10-30,3:33:50,Basic,29.00
2574,5485,2025-12-08,3:33:50,Basic,29.00
2575,5486,2025-07-12,9:00:25,Pro,29.00
2576,5486,2025-08-06,9:00:25,Pro,29.00
2577,5488,2025-09-26,8:33:35,Pro,19.00
2578,5488,2025-10-31,8:33:35,Pro,19.00
2579,5491,2026-01-11,3:02:22,Basic,29.00
2580,5491,2026-02-12,3:02:22,Basic,29.00
2581,5501,2026-01-08,9:36:46,Basic,49.00
2582,5502,2025-07-22,7:45:28,Basic,29.00
2583,5508,2025-11-23,8:20:16,Basic,29.00
2584,5508,2025-12-29,8:20:16,Basic,29.00
2585,5512,2025-05-07,1:21:39,Pro,99.00
2586,5516,2025-12-31,2:33:59,Enterprise,49.00
2587,5516,2026-02-01,2:33:59,Enterprise,49.00
2588,5518,2025-04-27,7:04:07,Basic,29.00
2589,5518,2025-06-07,7:04:07,Basic,29.00
2590,5522,2025-02-13,4:57:30,Basic,49.00
2591,5522,2025-03-29,4:57:30,Basic,49.00
2592,5523,2025-12-13,5:31:49,Pro,99.00
2593,5525,2025-09-20,5:54:54,Basic,29.00
2594,5525,2025-10-18,5:54:54,Basic,29.00
2595,5528,2025-05-18,5:27:02,Pro,49.00
2596,5528,2025-06-24,5:27:02,Pro,49.00
2597,5530,2025-05-11,2:59:09,Pro,49.00
2598,5531,2025-02-26,10:58:00,Basic,29.00
2599,5537,2025-05-28,1:56:21,Basic,29.00
2600,5538,2025-03-01,8:53:39,Pro,29.00
2601,5538,2025-03-31,8:53:39,Pro,29.00
2602,5542,2025-04-11,8:32:16,Pro,49.00
2603,5543,2025-11-06,4:06:22,Pro,29.00
2604,5543,2025-12-16,4:06:22,Pro,29.00
2605,5544,2025-12-31,7:56:32,Basic,29.00
2606,5547,2025-11-06,4:51:56,Enterprise,49.00
2607,5547,2025-12-03,4:51:56,Enterprise,49.00
2608,5549,2025-05-09,12:47:59,Basic,19.00
2609,5549,2025-06-16,12:47:59,Basic,19.00
2610,5550,2025-08-04,9:11:28,Basic,29.00
2611,5550,2025-09-07,9:11:28,Basic,29.00
2612,5551,2026-01-26,5:05:20,Basic,29.00
2613,5551,2026-03-10,5:05:20,Basic,29.00
2614,5552,2025-10-27,6:52:50,Basic,19.00
2615,5555,2025-12-03,4:46:27,Pro,29.00
2616,5555,2026-01-14,4:46:27,Pro,29.00
2617,5556,2025-09-20,8:19:43,Pro,29.00
2618,5556,2025-11-01,8:19:43,Pro,29.00
2619,5561,2025-02-22,5:12:16,Basic,29.00
2620,5561,2025-03-23,5:12:16,Basic,29.00
2621,5564,2025-06-15,2:31:15,Pro,49.00
2622,5564,2025-07-26,2:31:15,Pro,49.00
2623,5565,2026-01-06,4:21:54,Basic,99.00
2624,5565,2026-02-10,4:21:54,Basic,99.00
2625,5571,2025-02-05,12:28:44,Basic,49.00
2626,5571,2025-03-05,12:28:44,Basic,49.00
2627,5572,2025-07-26,3:01:10,Pro,19.00
2628,5572,2025-08-20,3:01:10,Pro,19.00
2629,5574,2025-08-24,9:54:31,Basic,99.00
2630,5574,2025-09-26,9:54:31,Basic,99.00
2631,5578,2025-06-29,12:28:53,Basic,19.00
2632,5582,2025-09-09,7:08:02,Basic,29.00
2633,5589,2025-06-25,12:25:35,Pro,99.00
2634,5589,2025-07-23,12:25:35,Pro,99.00
2635,5594,2025-01-23,4:42:55,Pro,19.00
2636,5594,2025-03-01,4:42:55,Pro,19.00
2637,5600,2025-10-06,8:12:14,Basic,99.00
2638,5601,2025-09-15,12:57:39,Pro,19.00
2639,5601,2025-10-19,12:57:39,Pro,19.00
2640,5603,2025-03-12,8:48:22,Basic,49.00
2641,5603,2025-04-25,8:48:22,Basic,49.00
2642,5604,2025-08-04,7:25:53,Basic,49.00
2643,5605,2025-08-15,2:27:03,Basic,49.00
2644,5613,2025-03-26,6:12:18,Basic,49.00
2645,5615,2025-09-10,9:43:43,Pro,29.00
2646,5618,2025-08-16,10:55:13,Pro,29.00
2647,5619,2025-10-16,2:04:35,Pro,29.00
2648,5619,2025-11-29,2:04:35,Pro,29.00
2649,5620,2025-05-18,2:59:27,Basic,99.00
2650,5620,2025-06-23,2:59:27,Basic,99.00
2651,5622,2025-09-25,2:28:11,Basic,29.00
2652,5622,2025-10-27,2:28:11,Basic,29.00
2653,5624,2025-05-08,2:36:32,Basic,49.00
2654,5625,2025-08-27,7:47:23,Pro,29.00
2655,5628,2025-05-02,8:23:38,Pro,29.00
2656,5628,2025-05-27,8:23:38,Pro,29.00
2657,5629,2025-07-23,5:54:12,Basic,29.00
2658,5629,2025-08-22,5:54:12,Basic,29.00
2659,5631,2025-10-06,4:57:47,Basic,19.00
2660,5631,2025-11-14,4:57:47,Basic,19.00
2661,5634,2025-11-01,12:45:20,Basic,29.00
2662,5637,2025-06-17,8:38:51,Pro,99.00
2663,5637,2025-07-28,8:38:51,Pro,99.00
2664,5644,2025-08-28,2:38:53,Pro,29.00
2665,5644,2025-09-23,2:38:53,Pro,29.00
2666,5646,2025-06-29,1:50:39,Basic,19.00
2667,5648,2025-11-09,3:37:54,Pro,19.00
2668,5648,2025-12-15,3:37:54,Pro,19.00
2669,5651,2025-04-17,9:48:42,Basic,29.00
2670,5652,2025-04-28,8:35:13,Basic,19.00
2671,5652,2025-06-07,8:35:13,Basic,19.00
2672,5653,2025-05-22,3:51:57,Pro,29.00
2673,5653,2025-06-29,3:51:57,Pro,29.00
2674,5656,2026-01-04,9:58:27,Basic,49.00
2675,5666,2025-02-23,5:13:25,Pro,99.00
2676,5666,2025-03-30,5:13:25,Pro,99.00
2677,5668,2025-08-29,11:38:04,Pro,99.00
2678,5669,2025-09-18,3:19:51,Basic,49.00
2679,5677,2025-09-01,7:25:49,Pro,49.00
2680,5677,2025-10-08,7:25:49,Pro,49.00
2681,5679,2025-02-27,10:18:49,Basic,49.00
2682,5679,2025-03-30,10:18:49,Basic,49.00
2683,5687,2025-07-21,11:34:28,Enterprise,49.00
2684,5687,2025-08-18,11:34:28,Enterprise,49.00
2685,5690,2025-08-20,5:39:31,Basic,19.00
2686,5690,2025-10-01,5:39:31,Basic,19.00
2687,5691,2025-03-12,10:25:44,Pro,29.00
2688,5691,2025-04-11,10:25:44,Pro,29.00
2689,5695,2026-01-07,8:16:11,Basic,49.00
2690,5698,2025-07-20,8:56:34,Pro,99.00
2691,5699,2025-05-16,6:10:17,Basic,19.00
2692,5699,2025-06-28,6:10:17,Basic,19.00
2693,5700,2025-03-30,9:49:21,Basic,49.00
2694,5700,2025-05-03,9:49:21,Basic,49.00
2695,5702,2025-11-05,3:24:18,Basic,29.00
2696,5702,2025-12-19,3:24:18,Basic,29.00
2697,5703,2025-05-28,2:16:47,Basic,19.00
2698,5703,2025-06-22,2:16:47,Basic,19.00
2699,5705,2025-11-18,6:48:27,Basic,19.00
2700,5706,2025-05-30,6:31:51,Pro,19.00
2701,5706,2025-07-01,6:31:51,Pro,19.00
2702,5709,2025-06-22,9:14:01,Basic,49.00
2703,5709,2025-07-17,9:14:01,Basic,49.00
2704,5713,2025-01-27,5:05:30,Enterprise,19.00
2705,5715,2025-07-21,7:17:02,Basic,29.00
2706,5715,2025-08-16,7:17:02,Basic,29.00
2707,5718,2025-01-29,4:03:38,Basic,19.00
2708,5718,2025-03-12,4:03:38,Basic,19.00
2709,5723,2025-09-12,10:36:02,Pro,29.00
2710,5738,2025-07-17,5:28:00,Basic,29.00
2711,5738,2025-08-17,5:28:00,Basic,29.00
2712,5742,2025-01-30,6:02:16,Pro,99.00
2713,5742,2025-03-03,6:02:16,Pro,99.00
2714,5752,2025-11-22,4:53:29,Pro,29.00
2715,5755,2025-05-12,6:04:42,Pro,99.00
2716,5755,2025-06-09,6:04:42,Pro,99.00
2717,5758,2025-01-26,12:19:59,Pro,19.00
2718,5762,2025-03-30,10:35:01,Pro,29.00
2719,5762,2025-04-28,10:35:01,Pro,29.00
2720,5766,2025-01-30,2:19:04,Basic,49.00
2721,5771,2025-09-21,3:52:35,Basic,49.00
2722,5771,2025-10-27,3:52:35,Basic,49.00
2723,5773,2025-06-17,4:16:48,Basic,29.00
2724,5773,2025-07-18,4:16:48,Basic,29.00
2725,5774,2025-06-26,12:43:52,Pro,29.00
2726,5775,2025-09-24,3:43:31,Pro,19.00
2727,5775,2025-10-28,3:43:31,Pro,19.00
2728,5779,2025-02-21,5:13:07,Basic,49.00
2729,5779,2025-03-30,5:13:07,Basic,49.00
2730,5782,2025-01-21,1:23:57,Basic,49.00
2731,5782,2025-03-06,1:23:57,Basic,49.00
2732,5791,2025-02-09,5:24:01,Basic,29.00
2733,5793,2025-08-10,3:16:05,Basic,49.00
2734,5799,2025-02-18,4:01:02,Pro,49.00
2735,5799,2025-03-20,4:01:02,Pro,49.00
2736,5803,2025-02-23,4:42:54,Basic,29.00
2737,5803,2025-04-03,4:42:54,Basic,29.00
2738,5806,2025-09-20,6:30:18,Pro,49.00
2739,5808,2025-03-02,11:49:46,Basic,49.00
2740,5811,2025-07-13,7:20:23,Basic,19.00
2741,5811,2025-08-21,7:20:23,Basic,19.00
2742,5814,2025-01-22,1:08:58,Basic,19.00
2743,5821,2025-10-20,5:16:22,Pro,99.00
2744,5821,2025-11-29,5:16:22,Pro,99.00
2745,5827,2025-10-19,12:54:11,Pro,49.00
2746,5827,2025-11-21,12:54:11,Pro,49.00
2747,5831,2025-08-30,3:34:56,Basic,49.00
2748,5831,2025-10-06,3:34:56,Basic,49.00
2749,5835,2025-12-24,3:41:30,Pro,99.00
2750,5835,2026-01-22,3:41:30,Pro,99.00
2751,5836,2025-10-02,1:21:51,Pro,19.00
2752,5836,2025-11-10,1:21:51,Pro,19.00
2753,5845,2025-07-02,7:39:12,Pro,19.00
2754,5845,2025-08-10,7:39:12,Pro,19.00
2755,5847,2025-03-03,8:32:15,Pro,99.00
2756,5849,2025-09-28,4:36:45,Pro,29.00
2757,5853,2025-05-11,11:12:17,Pro,99.00
2758,5853,2025-06-20,11:12:17,Pro,99.00
2759,5862,2025-10-02,12:51:57,Basic,19.00
2760,5865,2025-02-14,11:57:52,Basic,49.00
2761,5868,2025-07-04,6:40:26,Basic,49.00
2762,5868,2025-08-08,6:40:26,Basic,49.00
2763,5869,2025-11-06,12:19:57,Basic,49.00
2764,5869,2025-12-01,12:19:57,Basic,49.00
2765,5876,2025-06-17,5:23:08,Basic,29.00
2766,5876,2025-07-30,5:23:08,Basic,29.00
2767,5878,2025-06-18,8:44:26,Pro,19.00
2768,5878,2025-07-18,8:44:26,Pro,19.00
2769,5881,2025-07-09,11:45:52,Basic,29.00
2770,5882,2025-11-07,5:33:47,Enterprise,99.00
2771,5882,2025-12-19,5:33:47,Enterprise,99.00
2772,5883,2025-04-02,4:55:55,Pro,29.00
2773,5883,2025-05-11,4:55:55,Pro,29.00
2774,5884,2025-04-02,9:18:24,Basic,49.00
2775,5884,2025-04-27,9:18:24,Basic,49.00
2776,5886,2025-02-26,7:28:36,Basic,29.00
2777,5890,2025-11-07,9:26:18,Pro,29.00
2778,5890,2025-12-10,9:26:18,Pro,29.00
2779,5891,2025-03-19,4:01:24,Pro,49.00
2780,5891,2025-04-29,4:01:24,Pro,49.00
2781,5892,2025-09-20,11:57:53,Pro,29.00
2782,5894,2025-12-05,9:03:53,Basic,19.00
2783,5897,2025-05-08,2:45:15,Pro,19.00
2784,5897,2025-06-13,2:45:15,Pro,19.00
2785,5899,2025-10-25,3:47:05,Basic,49.00
2786,5902,2025-07-19,4:21:05,Basic,49.00
2787,5905,2025-12-04,5:53:40,Basic,19.00
2788,5910,2025-01-18,11:35:26,Enterprise,29.00
2789,5911,2025-07-08,1:38:29,Enterprise,29.00
2790,5911,2025-08-20,1:38:29,Enterprise,29.00
2791,5912,2025-07-29,6:30:23,Enterprise,19.00
2792,5917,2025-08-17,8:17:07,Basic,99.00
2793,5917,2025-09-13,8:17:07,Basic,99.00
2794,5918,2025-08-18,12:19:33,Basic,19.00
2795,5918,2025-09-13,12:19:33,Basic,19.00
2796,5925,2025-10-05,6:20:51,Basic,19.00
2797,5925,2025-11-09,6:20:51,Basic,19.00
2798,5929,2025-04-23,12:56:34,Pro,29.00
2799,5929,2025-05-25,12:56:34,Pro,29.00
2800,5932,2025-12-19,8:37:05,Pro,99.00
2801,5935,2025-05-15,11:16:53,Enterprise,19.00
2802,5936,2025-07-05,4:10:13,Enterprise,29.00
2803,5936,2025-08-15,4:10:13,Enterprise,29.00
2804,5939,2025-03-04,5:42:52,Basic,19.00
2805,5943,2025-09-23,2:35:07,Pro,99.00
2806,5943,2025-11-05,2:35:07,Pro,99.00
2807,5948,2025-04-09,7:30:52,Basic,29.00
2808,5953,2025-03-21,12:23:31,Pro,29.00
2809,5953,2025-04-26,12:23:31,Pro,29.00
2810,5954,2025-01-31,5:04:04,Basic,29.00
2811,5954,2025-03-09,5:04:04,Basic,29.00
2812,5958,2025-11-09,3:26:18,Basic,29.00
2813,5958,2025-12-17,3:26:18,Basic,29.00
2814,5960,2025-12-21,8:59:21,Pro,19.00
2815,5961,2025-08-07,10:39:18,Basic,29.00
2816,5965,2025-05-13,4:30:54,Basic,49.00
2817,5967,2025-02-02,9:43:15,Enterprise,29.00
2818,5967,2025-03-14,9:43:15,Enterprise,29.00
2819,5968,2025-10-06,8:04:39,Basic,49.00
2820,5969,2025-01-26,10:48:56,Enterprise,29.00
2821,5970,2025-06-24,12:23:18,Basic,29.00
2822,5970,2025-07-22,12:23:18,Basic,29.00
2823,5974,2025-12-06,3:20:03,Basic,19.00
2824,5975,2026-01-20,5:44:13,Enterprise,29.00
2825,5975,2026-02-26,5:44:13,Enterprise,29.00
2826,5978,2025-10-11,1:48:25,Basic,19.00
2827,5978,2025-11-17,1:48:25,Basic,19.00
2828,5981,2025-10-07,12:59:59,Pro,49.00
2829,5981,2025-11-20,12:59:59,Pro,49.00
2830,5985,2025-10-06,1:31:40,Pro,29.00
2831,5985,2025-11-09,1:31:40,Pro,29.00
2832,5986,2025-05-12,4:15:04,Basic,49.00
2833,5986,2025-06-20,4:15:04,Basic,49.00
2834,5988,2025-02-15,2:20:28,Basic,49.00
2835,5989,2025-06-29,5:10:58,Enterprise,19.00
2836,5999,2026-01-17,12:03:34,Basic,19.00
2837,5999,2026-02-18,12:03:34,Basic,19.00
2838,6000,2025-03-13,12:52:31,Enterprise,29.00
2839,6000,2025-04-20,12:52:31,Enterprise,29.00
2840,6003,2025-04-17,12:50:00,Enterprise,29.00
2841,6004,2025-10-03,8:25:34,Pro,99.00
2842,6011,2025-06-24,12:58:07,Basic,29.00
2843,6011,2025-07-28,12:58:07,Basic,29.00
2844,6013,2025-05-08,11:29:55,Enterprise,19.00
2845,6013,2025-06-16,11:29:55,Enterprise,19.00
2846,6019,2025-05-03,12:42:15,Basic,29.00
2847,6020,2025-07-28,7:51:48,Enterprise,29.00
2848,6020,2025-09-10,7:51:48,Enterprise,29.00
2849,6023,2025-02-16,9:03:39,Enterprise,19.00
2850,6023,2025-03-19,9:03:39,Enterprise,19.00
2851,6024,2026-01-04,11:30:25,Basic,29.00
2852,6024,2026-02-01,11:30:25,Basic,29.00
2853,6026,2025-05-30,4:29:41,Basic,29.00
2854,6034,2025-12-13,4:39:14,Enterprise,19.00
2855,6034,2026-01-10,4:39:14,Enterprise,19.00
2856,6037,2025-06-09,3:45:13,Basic,19.00
2857,6037,2025-07-07,3:45:13,Basic,19.00
2858,6041,2025-07-25,12:27:15,Enterprise,29.00
2859,6041,2025-09-06,12:27:15,Enterprise,29.00
2860,6050,2025-04-01,3:39:26,Pro,99.00
2861,6050,2025-05-12,3:39:26,Pro,99.00
2862,6052,2025-04-18,5:13:34,Pro,49.00
2863,6055,2025-12-14,10:30:51,Pro,29.00
2864,6055,2026-01-22,10:30:51,Pro,29.00
2865,6061,2025-04-19,3:12:46,Basic,49.00
2866,6061,2025-05-23,3:12:46,Basic,49.00
2867,6072,2025-02-03,2:31:13,Basic,49.00
2868,6072,2025-03-12,2:31:13,Basic,49.00
2869,6080,2025-11-01,5:42:36,Pro,99.00
2870,6088,2025-05-20,4:56:31,Basic,49.00
2871,6090,2025-09-10,8:34:33,Basic,29.00
2872,6092,2025-06-21,10:47:34,Pro,29.00
2873,6092,2025-07-17,10:47:34,Pro,29.00
2874,6096,2025-09-25,12:37:04,Basic,29.00
2875,6096,2025-11-05,12:37:04,Basic,29.00
2876,6100,2025-09-28,10:46:12,Pro,29.00
2877,6103,2025-04-28,12:17:01,Basic,99.00
2878,6103,2025-05-27,12:17:01,Basic,99.00
2879,6104,2025-07-27,5:02:08,Basic,19.00
2880,6111,2025-06-11,1:11:56,Basic,49.00
2881,6111,2025-07-21,1:11:56,Basic,49.00
2882,6119,2025-09-13,7:45:57,Basic,49.00
2883,6119,2025-10-16,7:45:57,Basic,49.00
2884,6120,2025-09-15,7:45:31,Enterprise,99.00
2885,6120,2025-10-10,7:45:31,Enterprise,99.00
2886,6124,2025-01-22,10:59:12,Pro,19.00
2887,6126,2025-03-10,11:33:12,Pro,29.00
2888,6126,2025-04-10,11:33:12,Pro,29.00
2889,6129,2025-02-13,6:35:30,Pro,49.00
2890,6129,2025-03-20,6:35:30,Pro,49.00
2891,6130,2025-05-12,3:06:19,Basic,19.00
2892,6130,2025-06-08,3:06:19,Basic,19.00
2893,6134,2025-02-06,6:35:50,Pro,19.00
2894,6134,2025-03-05,6:35:50,Pro,19.00
2895,6137,2025-07-23,3:31:30,Basic,19.00
2896,6138,2025-01-26,5:30:58,Basic,29.00
2897,6141,2025-10-22,1:21:06,Pro,29.00
2898,6141,2025-11-18,1:21:06,Pro,29.00
2899,6142,2025-10-20,3:35:38,Enterprise,29.00
2900,6142,2025-11-24,3:35:38,Enterprise,29.00
2901,6146,2026-01-08,9:22:00,Basic,49.00
2902,6146,2026-02-12,9:22:00,Basic,49.00
2903,6156,2025-05-01,4:47:42,Enterprise,19.00
2904,6156,2025-05-31,4:47:42,Enterprise,19.00
2905,6160,2025-08-27,4:24:46,Basic,29.00
2906,6161,2025-08-01,1:24:43,Pro,19.00
2907,6161,2025-08-31,1:24:43,Pro,19.00
2908,6162,2025-12-09,5:51:47,Pro,99.00
2909,6162,2026-01-20,5:51:47,Pro,99.00
2910,6165,2025-09-28,7:21:53,Basic,99.00
2911,6165,2025-10-30,7:21:53,Basic,99.00
2912,6167,2025-10-19,4:13:00,Pro,99.00
2913,6167,2025-11-30,4:13:00,Pro,99.00
2914,6169,2025-09-11,5:37:57,Pro,29.00
2915,6169,2025-10-22,5:37:57,Pro,29.00
2916,6177,2025-02-27,9:47:46,Pro,49.00
2917,6179,2025-12-22,1:33:41,Basic,29.00
2918,6179,2026-02-04,1:33:41,Basic,29.00
2919,6180,2025-05-24,8:06:37,Pro,19.00
2920,6184,2025-07-06,10:43:02,Pro,19.00
2921,6184,2025-08-18,10:43:02,Pro,19.00
2922,6189,2025-07-19,5:34:43,Pro,49.00
