"user_id";"signup_date";"time";"acquisition_channel";"device_type";"country";"user_segment";"age_group";"rn"
3472;"2025-05-10";"04:14:13";"Referral";"Mobile";"Nigeria";"Free";"45+";1
3473;"2025-01-18";"02:06:43";"Organic";"Mobile";"UK";"Free";"25-34";1
3474;"2025-11-11";"01:19:25";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
3475;"2025-11-17";"06:14:43";"Referral";"Mobile";"UK";"Premium";"35-44";1
3476;"2025-03-08";"10:39:16";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3477;"2025-07-24";"04:10:19";"Organic";"Mobile";"Ghana";"Premium";"18-24";1
3478;"2025-04-18";"06:35:11";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3479;"2025-11-07";"09:33:38";"Organic";"Mobile";"Kenya";"Free";"18-24";1
3480;"2025-07-24";"10:17:17";"Organic";"Tablet";"Kenya";"Free";"35-44";1
3481;"2025-01-09";"04:46:40";"Social";"Mobile";"USA";"Free";"25-34";1
3482;"2025-09-15";"06:54:47";"Organic";"Mobile";"Nigeria";"Premium";"35-44";1
3483;"2025-12-01";"07:53:56";"Organic";"Desktop";"South Africa";"Free";"18-24";1
3484;"2025-08-20";"11:45:38";"Referral";"Desktop";"Kenya";"Free";"25-34";1
3485;"2025-06-21";"08:21:51";"Organic";"Desktop";"Ghana";"Free";"25-34";1
3486;"2025-08-08";"08:13:17";"Paid Ads";"Desktop";"South Africa";"Free";"18-24";1
3487;"2025-10-04";"04:07:18";"Organic";"Desktop";"USA";"Free";"25-34";1
3488;"2025-01-08";"04:42:14";"Organic";"Desktop";"Nigeria";"Free";"25-34";1
3489;"2025-05-18";"09:59:12";"Organic";"Desktop";"Nigeria";"Free";"45+";1
3490;"2025-01-31";"06:38:03";"Organic";"Desktop";"UK";"Free";"25-34";1
3491;"2025-08-30";"07:00:56";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3492;"2025-04-09";"06:26:54";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
3493;"2025-04-22";"09:38:25";"Paid Ads";"Desktop";"South Africa";"Free";"45+";1
3494;"2025-11-06";"11:15:32";"Social";"Mobile";"Ghana";"Free";"25-34";1
3495;"2025-08-09";"03:15:24";"Organic";"Tablet";"Nigeria";"Premium";"35-44";1
3496;"2025-04-25";"11:57:49";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3497;"2025-02-04";"04:58:37";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
3498;"2025-10-29";"07:06:47";"Social";"Tablet";"South Africa";"Free";"18-24";1
3499;"2025-10-26";"11:31:57";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3500;"2025-06-04";"08:24:07";"Paid Ads";"Tablet";"Nigeria";"Free";"25-34";1
3501;"2025-05-06";"09:07:57";"Referral";"Tablet";"Ghana";"Free";"35-44";1
3502;"2025-05-30";"03:00:22";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
3503;"2025-02-15";"02:12:38";"Referral";"Mobile";"UK";"Free";"25-34";1
3504;"2025-12-14";"03:17:51";"Organic";"Desktop";"Ghana";"Free";"25-34";1
3505;"2025-04-10";"01:54:18";"Referral";"Desktop";"South Africa";"Free";"18-24";1
3506;"2025-10-24";"11:49:41";"Social";"Desktop";"USA";"Free";"18-24";1
3507;"2025-08-06";"10:38:13";"Paid Ads";"Desktop";"Kenya";"Free";"25-34";1
3508;"2025-01-15";"03:38:18";"Paid Ads";"Tablet";"Nigeria";"Free";"25-34";1
3509;"2025-04-07";"05:47:04";"Organic";"Desktop";"Ghana";"Free";"25-34";1
3510;"2025-01-25";"01:02:19";"Social";"Tablet";"South Africa";"Free";"25-34";1
3511;"2025-07-24";"08:53:48";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3512;"2025-10-03";"07:59:08";"Organic";"Mobile";"Kenya";"Free";"25-34";1
3513;"2025-07-02";"09:33:05";"Paid Ads";"Mobile";"Kenya";"Premium";"25-34";1
3514;"2025-11-14";"05:05:05";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3515;"2025-01-12";"11:44:28";"Organic";"Desktop";"UK";"Free";"25-34";1
3516;"2025-06-10";"09:36:20";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3517;"2025-12-26";"09:37:18";"Organic";"Tablet";"Kenya";"Free";"25-34";1
3518;"2025-10-22";"10:48:19";"Paid Ads";"Mobile";"Kenya";"Free";"35-44";1
3519;"2025-09-20";"05:38:34";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3520;"2025-07-28";"09:32:33";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3521;"2025-08-05";"10:44:46";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
3522;"2025-07-19";"07:00:30";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
3523;"2025-10-18";"10:32:18";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3524;"2025-04-22";"06:45:42";"Organic";"Desktop";"South Africa";"Premium";"25-34";1
3525;"2025-08-25";"09:29:59";"Paid Ads";"Mobile";"UK";"Premium";"18-24";1
3526;"2025-11-17";"10:32:11";"Paid Ads";"Mobile";"Kenya";"Premium";"35-44";1
3527;"2025-07-11";"03:28:12";"Paid Ads";"Desktop";"USA";"Free";"25-34";1
3528;"2025-12-23";"05:54:29";"Paid Ads";"Mobile";"UK";"Premium";"25-34";1
3529;"2025-07-06";"07:34:02";"Organic";"Mobile";"USA";"Premium";"25-34";1
3530;"2025-01-19";"12:25:08";"Social";"Mobile";"USA";"Premium";"25-34";1
3531;"2025-08-08";"05:33:48";"Organic";"Mobile";"Ghana";"Free";"45+";1
3532;"2025-03-03";"10:56:32";"Paid Ads";"Desktop";"South Africa";"Premium";"18-24";1
3533;"2025-01-28";"05:50:47";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3534;"2025-08-05";"12:45:54";"Social";"Desktop";"UK";"Free";"35-44";1
3535;"2025-03-02";"11:27:58";"Organic";"Tablet";"Ghana";"Free";"25-34";1
3536;"2025-06-08";"03:28:53";"Organic";"Mobile";"South Africa";"Premium";"45+";1
3537;"2025-06-05";"08:51:30";"Organic";"Tablet";"Ghana";"Free";"18-24";1
3538;"2025-05-06";"04:28:06";"Organic";"Mobile";"Kenya";"Free";"18-24";1
3539;"2025-10-03";"08:44:12";"Organic";"Mobile";"South Africa";"Premium";"25-34";1
3540;"2025-01-01";"08:15:25";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
3541;"2025-01-11";"11:49:58";"Paid Ads";"Mobile";"UK";"Premium";"25-34";1
3542;"2025-08-12";"12:38:03";"Organic";"Desktop";"USA";"Premium";"45+";1
3543;"2025-06-22";"10:25:50";"Organic";"Mobile";"UK";"Free";"18-24";1
3544;"2025-04-17";"07:15:36";"Referral";"Desktop";"UK";"Free";"25-34";1
3545;"2025-06-14";"11:50:23";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
3546;"2025-07-24";"11:00:52";"Referral";"Mobile";"USA";"Premium";"25-34";1
3547;"2025-09-07";"11:23:26";"Paid Ads";"Desktop";"Nigeria";"Premium";"18-24";1
3548;"2025-08-17";"01:49:59";"Organic";"Tablet";"USA";"Free";"18-24";1
3549;"2025-01-31";"07:39:21";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3550;"2025-06-16";"06:28:09";"Organic";"Mobile";"Kenya";"Free";"45+";1
3551;"2025-03-17";"12:22:39";"Referral";"Mobile";"UK";"Free";"25-34";1
3552;"2025-12-18";"04:32:07";"Social";"Mobile";"Ghana";"Free";"35-44";1
3553;"2025-12-08";"06:24:00";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
3554;"2025-11-17";"04:04:18";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3555;"2025-10-08";"10:28:19";"Organic";"Desktop";"South Africa";"Free";"25-34";1
3556;"2025-09-27";"07:58:31";"Organic";"Desktop";"Nigeria";"Free";"35-44";1
3557;"2025-11-17";"07:45:38";"Paid Ads";"Mobile";"Ghana";"Premium";"25-34";1
3558;"2025-01-06";"10:55:27";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3559;"2025-08-28";"10:17:35";"Social";"Mobile";"Ghana";"Free";"25-34";1
3560;"2025-08-06";"08:56:09";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3561;"2025-07-03";"03:15:45";"Social";"Mobile";"South Africa";"Free";"35-44";1
3562;"2025-02-15";"06:25:46";"Referral";"Tablet";"Kenya";"Free";"18-24";1
3563;"2025-07-11";"06:19:04";"Referral";"Mobile";"Nigeria";"Premium";"25-34";1
3564;"2025-01-20";"06:10:17";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
3565;"2025-08-01";"11:32:36";"Paid Ads";"Mobile";"Ghana";"Free";"18-24";1
3566;"2025-11-20";"01:17:51";"Paid Ads";"Desktop";"USA";"Free";"35-44";1
3567;"2025-11-05";"03:51:09";"Paid Ads";"Desktop";"UK";"Free";"35-44";1
3568;"2025-11-25";"02:34:14";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
3569;"2025-06-10";"12:55:54";"Social";"Mobile";"South Africa";"Free";"25-34";1
3570;"2025-01-27";"02:02:02";"Referral";"Mobile";"Kenya";"Free";"25-34";1
3571;"2025-01-20";"02:15:29";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
3572;"2025-09-07";"11:54:16";"Referral";"Tablet";"Kenya";"Free";"25-34";1
3573;"2025-01-13";"10:04:31";"Organic";"Desktop";"UK";"Premium";"25-34";1
3574;"2025-07-05";"08:27:56";"Organic";"Desktop";"Kenya";"Free";"25-34";1
3575;"2025-05-02";"08:59:15";"Paid Ads";"Mobile";"South Africa";"Free";"35-44";1
3576;"2025-09-17";"11:10:13";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3577;"2025-02-08";"03:27:37";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
3578;"2025-07-06";"11:48:41";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3579;"2025-07-20";"03:47:05";"Paid Ads";"Tablet";"Ghana";"Free";"18-24";1
3580;"2025-07-21";"09:23:01";"Paid Ads";"Mobile";"Kenya";"Free";"45+";1
3581;"2025-08-15";"10:52:59";"Organic";"Mobile";"Ghana";"Free";"25-34";1
3582;"2025-06-26";"06:53:04";"Paid Ads";"Desktop";"South Africa";"Free";"35-44";1
3583;"2025-10-06";"12:33:17";"Referral";"Mobile";"UK";"Free";"35-44";1
3584;"2025-12-23";"07:49:33";"Organic";"Mobile";"UK";"Free";"25-34";1
3585;"2025-03-09";"11:45:37";"Paid Ads";"Mobile";"UK";"Premium";"18-24";1
3586;"2025-12-02";"10:39:48";"Paid Ads";"Desktop";"South Africa";"Free";"18-24";1
3587;"2025-07-02";"10:39:52";"Organic";"Mobile";"Kenya";"Free";"18-24";1
3588;"2025-11-20";"07:21:55";"Organic";"Mobile";"USA";"Free";"25-34";1
3589;"2025-11-26";"12:54:34";"Social";"Desktop";"Nigeria";"Free";"18-24";1
3590;"2025-08-11";"10:01:51";"Organic";"Mobile";"Nigeria";"Premium";"25-34";1
3591;"2025-01-23";"09:31:30";"Organic";"Tablet";"Kenya";"Premium";"18-24";1
3592;"2025-10-27";"09:30:06";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3593;"2025-02-15";"01:41:10";"Paid Ads";"Desktop";"Nigeria";"Free";"25-34";1
3594;"2025-03-19";"11:56:53";"Paid Ads";"Mobile";"UK";"Premium";"25-34";1
3595;"2025-03-24";"01:26:15";"Paid Ads";"Desktop";"South Africa";"Free";"35-44";1
3596;"2025-12-04";"09:59:46";"Organic";"Desktop";"South Africa";"Free";"18-24";1
3597;"2025-07-26";"03:22:12";"Referral";"Tablet";"Kenya";"Free";"18-24";1
3598;"2025-02-25";"06:37:55";"Organic";"Mobile";"South Africa";"Free";"45+";1
3599;"2025-08-05";"10:14:06";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3600;"2025-06-13";"10:49:32";"Paid Ads";"Desktop";"Nigeria";"Premium";"35-44";1
3601;"2025-05-17";"05:09:23";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3602;"2025-06-15";"02:01:55";"Referral";"Mobile";"UK";"Free";"18-24";1
3603;"2025-12-13";"02:18:49";"Social";"Tablet";"South Africa";"Premium";"25-34";1
3604;"2025-06-18";"04:24:55";"Organic";"Mobile";"South Africa";"Premium";"45+";1
3605;"2025-08-11";"06:18:29";"Referral";"Tablet";"South Africa";"Free";"35-44";1
3606;"2025-12-20";"06:46:58";"Referral";"Mobile";"South Africa";"Free";"25-34";1
3607;"2025-07-09";"01:38:33";"Social";"Desktop";"Nigeria";"Free";"25-34";1
3608;"2025-02-14";"06:34:12";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3609;"2025-04-12";"03:10:29";"Paid Ads";"Mobile";"USA";"Free";"25-34";1
3610;"2025-11-13";"05:54:28";"Organic";"Tablet";"South Africa";"Free";"25-34";1
3611;"2025-04-04";"10:47:17";"Referral";"Mobile";"Ghana";"Premium";"45+";1
3612;"2025-01-16";"04:39:03";"Organic";"Desktop";"South Africa";"Premium";"18-24";1
3613;"2025-11-19";"11:55:18";"Paid Ads";"Desktop";"UK";"Free";"25-34";1
3614;"2025-09-06";"11:32:36";"Organic";"Mobile";"South Africa";"Premium";"25-34";1
3615;"2025-08-10";"01:28:41";"Organic";"Tablet";"Nigeria";"Free";"25-34";1
3616;"2025-04-30";"09:30:13";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
3617;"2025-05-21";"07:30:53";"Referral";"Desktop";"Nigeria";"Premium";"18-24";1
3618;"2025-07-15";"09:16:51";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3619;"2025-03-23";"02:47:23";"Referral";"Desktop";"Nigeria";"Premium";"35-44";1
3620;"2025-09-13";"06:05:44";"Organic";"Desktop";"UK";"Free";"25-34";1
3621;"2025-08-30";"03:30:52";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
3622;"2025-12-17";"02:43:31";"Paid Ads";"Desktop";"UK";"Free";"25-34";1
3623;"2025-07-13";"08:30:08";"Organic";"Mobile";"USA";"Free";"25-34";1
3624;"2025-04-23";"01:58:14";"Paid Ads";"Mobile";"Kenya";"Free";"18-24";1
3625;"2025-12-18";"04:45:58";"Paid Ads";"Mobile";"South Africa";"Premium";"18-24";1
3626;"2025-08-08";"05:47:47";"Paid Ads";"Mobile";"Ghana";"Free";"35-44";1
3627;"2025-04-25";"04:41:00";"Referral";"Mobile";"USA";"Free";"25-34";1
3628;"2025-03-26";"12:48:13";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3629;"2025-08-20";"09:21:06";"Organic";"Mobile";"USA";"Premium";"18-24";1
3630;"2025-04-27";"11:57:11";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
3631;"2025-08-05";"11:55:16";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
3632;"2025-03-04";"09:37:19";"Organic";"Desktop";"Ghana";"Premium";"45+";1
3633;"2025-11-29";"11:59:53";"Organic";"Desktop";"UK";"Premium";"25-34";1
3634;"2025-04-12";"09:14:30";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3635;"2025-10-24";"09:34:59";"Paid Ads";"Desktop";"Nigeria";"Free";"35-44";1
3636;"2025-10-22";"05:31:35";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
3637;"2025-06-04";"04:49:01";"Referral";"Desktop";"South Africa";"Premium";"25-34";1
3638;"2025-04-21";"11:44:23";"Paid Ads";"Mobile";"Ghana";"Premium";"18-24";1
3639;"2025-08-17";"07:34:57";"Organic";"Mobile";"USA";"Premium";"25-34";1
3640;"2025-07-10";"07:41:17";"Referral";"Desktop";"South Africa";"Free";"35-44";1
3641;"2025-01-15";"11:42:09";"Paid Ads";"Desktop";"Nigeria";"Premium";"25-34";1
3642;"2025-01-29";"11:43:14";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3643;"2025-07-28";"01:41:50";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3644;"2025-12-30";"06:33:31";"Organic";"Desktop";"UK";"Free";"25-34";1
3645;"2025-08-24";"11:21:31";"Paid Ads";"Desktop";"UK";"Premium";"35-44";1
3646;"2025-03-31";"06:07:14";"Organic";"Desktop";"USA";"Free";"35-44";1
3647;"2025-10-29";"03:37:20";"Social";"Mobile";"Kenya";"Free";"18-24";1
3648;"2025-02-07";"08:12:46";"Referral";"Mobile";"Nigeria";"Premium";"35-44";1
3649;"2025-02-12";"08:01:49";"Paid Ads";"Mobile";"Nigeria";"Free";"18-24";1
3650;"2025-01-28";"10:46:42";"Organic";"Mobile";"South Africa";"Free";"18-24";1
3651;"2025-12-07";"01:15:01";"Organic";"Mobile";"USA";"Free";"18-24";1
3652;"2025-06-01";"03:03:51";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
3653;"2025-10-31";"09:28:12";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3654;"2025-05-07";"07:15:23";"Organic";"Desktop";"UK";"Premium";"25-34";1
3655;"2025-01-07";"07:00:45";"Paid Ads";"Mobile";"Ghana";"Free";"25-34";1
3656;"2025-09-26";"06:26:01";"Organic";"Mobile";"Nigeria";"Premium";"45+";1
3657;"2025-08-15";"11:26:29";"Social";"Mobile";"UK";"Premium";"25-34";1
3658;"2025-11-30";"09:41:08";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3659;"2025-08-28";"12:17:39";"Social";"Desktop";"USA";"Premium";"25-34";1
3660;"2025-03-23";"05:26:23";"Social";"Mobile";"Nigeria";"Free";"35-44";1
3661;"2025-08-21";"05:24:34";"Paid Ads";"Mobile";"Nigeria";"Free";"45+";1
3662;"2025-05-15";"04:01:51";"Referral";"Mobile";"Kenya";"Premium";"25-34";1
3663;"2025-08-11";"10:29:00";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3664;"2025-06-12";"09:33:23";"Paid Ads";"Desktop";"South Africa";"Free";"35-44";1
3665;"2025-09-15";"11:01:49";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3666;"2025-04-01";"08:49:58";"Organic";"Desktop";"South Africa";"Free";"25-34";1
3667;"2025-02-26";"04:52:00";"Paid Ads";"Desktop";"Ghana";"Premium";"18-24";1
3668;"2025-04-08";"08:07:18";"Paid Ads";"Mobile";"Kenya";"Premium";"25-34";1
3669;"2025-03-15";"04:48:32";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3670;"2025-05-13";"09:00:01";"Organic";"Desktop";"USA";"Free";"35-44";1
3671;"2025-07-30";"11:57:50";"Organic";"Desktop";"UK";"Free";"25-34";1
3672;"2025-03-04";"01:24:03";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
3673;"2025-03-01";"02:22:40";"Organic";"Mobile";"Kenya";"Free";"18-24";1
3674;"2025-11-08";"11:14:02";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3675;"2025-12-08";"07:03:55";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3676;"2025-06-03";"12:46:50";"Organic";"Mobile";"South Africa";"Free";"35-44";1
3677;"2025-02-17";"09:31:26";"Referral";"Mobile";"South Africa";"Premium";"35-44";1
3678;"2025-03-11";"05:10:34";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3679;"2025-12-17";"02:56:56";"Paid Ads";"Mobile";"Nigeria";"Free";"45+";1
3680;"2025-06-20";"07:10:51";"Organic";"Mobile";"UK";"Free";"35-44";1
3681;"2025-08-05";"04:21:09";"Referral";"Desktop";"Kenya";"Premium";"25-34";1
3682;"2025-07-04";"10:45:00";"Paid Ads";"Mobile";"Nigeria";"Premium";"25-34";1
3683;"2025-03-21";"06:55:28";"Organic";"Tablet";"UK";"Premium";"35-44";1
3684;"2025-12-24";"04:41:52";"Paid Ads";"Mobile";"UK";"Free";"18-24";1
3685;"2025-08-24";"03:56:53";"Organic";"Desktop";"Nigeria";"Free";"18-24";1
3686;"2025-06-17";"06:26:11";"Paid Ads";"Mobile";"USA";"Free";"18-24";1
3687;"2025-07-17";"06:59:31";"Organic";"Desktop";"Ghana";"Free";"35-44";1
3688;"2025-07-08";"07:20:15";"Social";"Mobile";"Kenya";"Premium";"45+";1
3689;"2025-11-14";"12:37:02";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3690;"2025-02-27";"02:26:34";"Organic";"Tablet";"UK";"Free";"45+";1
3691;"2025-06-11";"09:14:54";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
3692;"2025-01-07";"04:26:45";"Organic";"Tablet";"South Africa";"Free";"25-34";1
3693;"2025-02-12";"02:46:06";"Referral";"Mobile";"Ghana";"Premium";"35-44";1
3694;"2025-12-07";"02:51:57";"Paid Ads";"Mobile";"South Africa";"Free";"25-34";1
3695;"2025-08-09";"03:31:07";"Referral";"Mobile";"Ghana";"Free";"25-34";1
3696;"2025-02-20";"05:26:34";"Organic";"Desktop";"South Africa";"Free";"18-24";1
3697;"2025-06-10";"10:38:30";"Referral";"Mobile";"Nigeria";"Free";"18-24";1
3698;"2025-03-19";"12:52:24";"Referral";"Tablet";"Kenya";"Premium";"25-34";1
3699;"2025-06-09";"01:32:09";"Organic";"Mobile";"South Africa";"Premium";"18-24";1
3700;"2025-02-04";"01:29:51";"Organic";"Desktop";"UK";"Free";"35-44";1
3701;"2025-08-27";"01:12:24";"Organic";"Mobile";"Ghana";"Premium";"25-34";1
3702;"2025-01-06";"02:45:07";"Social";"Mobile";"Kenya";"Free";"25-34";1
3703;"2025-05-23";"04:38:20";"Organic";"Mobile";"USA";"Free";"35-44";1
3704;"2025-03-06";"07:36:41";"Paid Ads";"Mobile";"Nigeria";"Premium";"45+";1
3705;"2025-11-14";"11:08:33";"Organic";"Mobile";"Nigeria";"Free";"18-24";1
3706;"2025-03-03";"05:22:10";"Organic";"Mobile";"Kenya";"Free";"25-34";1
3707;"2025-05-18";"03:51:40";"Paid Ads";"Mobile";"Nigeria";"Free";"35-44";1
3708;"2025-03-09";"01:00:26";"Social";"Mobile";"Ghana";"Free";"18-24";1
3709;"2025-07-02";"11:52:16";"Paid Ads";"Mobile";"Nigeria";"Premium";"18-24";1
3710;"2025-06-27";"01:37:01";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
3711;"2025-01-27";"10:08:53";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3712;"2025-04-28";"05:21:09";"Organic";"Tablet";"Ghana";"Free";"18-24";1
3713;"2025-02-05";"11:27:12";"Organic";"Tablet";"USA";"Free";"25-34";1
3714;"2025-02-04";"11:49:00";"Paid Ads";"Mobile";"UK";"Free";"25-34";1
3715;"2025-08-03";"05:03:46";"Social";"Tablet";"Nigeria";"Premium";"25-34";1
3716;"2025-08-06";"12:59:32";"Referral";"Desktop";"South Africa";"Premium";"35-44";1
3717;"2025-03-14";"12:15:14";"Organic";"Mobile";"Nigeria";"Free";"35-44";1
3718;"2025-03-15";"06:47:05";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3719;"2025-02-27";"10:30:58";"Organic";"Tablet";"UK";"Free";"25-34";1
3720;"2025-04-12";"02:22:17";"Social";"Desktop";"Kenya";"Free";"35-44";1
3721;"2025-03-10";"12:45:38";"Referral";"Desktop";"Nigeria";"Free";"25-34";1
3722;"2025-06-04";"03:40:52";"Referral";"Desktop";"Kenya";"Free";"35-44";1
3723;"2025-10-26";"01:35:24";"Organic";"Mobile";"Nigeria";"Free";"25-34";1
3724;"2025-09-02";"12:51:11";"Paid Ads";"Mobile";"Kenya";"Free";"25-34";1
3725;"2025-11-15";"08:05:56";"Paid Ads";"Mobile";"South Africa";"Premium";"18-24";1
3726;"2025-04-08";"09:59:47";"Organic";"Mobile";"Kenya";"Premium";"35-44";1
3727;"2025-10-14";"05:51:44";"Paid Ads";"Mobile";"USA";"Premium";"25-34";1
3728;"2025-01-10";"01:17:08";"Organic";"Mobile";"South Africa";"Free";"35-44";1
3729;"2025-09-09";"03:03:37";"Organic";"Mobile";"UK";"Free";"25-34";1
3730;"2025-11-15";"11:05:40";"Referral";"Mobile";"UK";"Free";"18-24";1
3731;"2025-05-24";"08:41:07";"Referral";"Mobile";"Ghana";"Free";"25-34";1
3732;"2025-03-02";"04:19:17";"Paid Ads";"Mobile";"South Africa";"Free";"18-24";1
3733;"2025-03-11";"05:52:25";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3734;"2025-04-05";"02:35:47";"Organic";"Mobile";"Ghana";"Free";"25-34";1
3735;"2025-05-28";"11:48:13";"Referral";"Desktop";"Kenya";"Free";"18-24";1
3736;"2025-10-03";"10:35:18";"Referral";"Tablet";"Nigeria";"Free";"18-24";1
3737;"2025-09-30";"04:55:02";"Referral";"Mobile";"Kenya";"Free";"35-44";1
3738;"2025-01-08";"10:39:45";"Referral";"Mobile";"UK";"Free";"35-44";1
3739;"2025-06-06";"02:23:30";"Organic";"Desktop";"USA";"Premium";"18-24";1
3740;"2025-12-23";"02:01:36";"Organic";"Mobile";"Kenya";"Free";"25-34";1
3741;"2025-03-12";"07:33:43";"Paid Ads";"Desktop";"South Africa";"Free";"25-34";1
3742;"2025-05-27";"10:23:52";"Organic";"Mobile";"USA";"Free";"25-34";1
3743;"2025-12-16";"10:09:39";"Referral";"Desktop";"Kenya";"Free";"18-24";1
3744;"2025-09-05";"09:16:24";"Organic";"Tablet";"Nigeria";"Premium";"18-24";1
3745;"2025-05-13";"03:19:17";"Organic";"Desktop";"Nigeria";"Free";"35-44";1
3746;"2025-11-18";"07:25:33";"Organic";"Mobile";"USA";"Free";"35-44";1
3747;"2025-12-02";"06:16:27";"Social";"Desktop";"Nigeria";"Free";"25-34";1
3748;"2025-12-11";"03:08:27";"Organic";"Desktop";"Kenya";"Free";"35-44";1
3749;"2025-07-05";"08:13:47";"Paid Ads";"Desktop";"South Africa";"Premium";"25-34";1
3750;"2025-01-20";"07:27:52";"Paid Ads";"Mobile";"UK";"Premium";"18-24";1
3751;"2025-10-03";"08:32:30";"Organic";"Desktop";"USA";"Free";"35-44";1
3752;"2025-07-02";"04:28:03";"Paid Ads";"Mobile";"Kenya";"Premium";"18-24";1
3753;"2025-05-02";"01:17:11";"Referral";"Mobile";"USA";"Free";"35-44";1
3754;"2025-06-14";"01:30:00";"Paid Ads";"Mobile";"Nigeria";"Free";"25-34";1
3755;"2025-06-23";"11:16:51";"Referral";"Mobile";"Nigeria";"Free";"25-34";1
3756;"2025-05-10";"09:17:08";"Organic";"Desktop";"USA";"Premium";"25-34";1
3757;"2025-11-18";"12:43:09";"Organic";"Desktop";"South Africa";"Free";"35-44";1
3758;"2025-03-16";"08:25:59";"Social";"Mobile";"Nigeria";"Premium";"18-24";1
3759;"2025-04-28";"04:12:27";"Organic";"Desktop";"South Africa";"Free";"18-24";1
3760;"2025-03-10";"12:25:13";"Paid Ads";"Tablet";"UK";"Free";"35-44";1
3761;"2025-02-16";"01:58:53";"Referral";"Mobile";"UK";"Premium";"35-44";1
3762;"2025-08-09";"10:07:17";"Organic";"Mobile";"USA";"Free";"35-44";1
3763;"2025-07-13";"12:45:15";"Referral";"Mobile";"South Africa";"Free";"25-34";1
3764;"2025-04-24";"10:57:10";"Organic";"Mobile";"USA";"Free";"25-34";1
3765;"2025-08-27";"04:14:26";"Organic";"Mobile";"South Africa";"Premium";"25-34";1
3766;"2025-04-19";"02:40:54";"Organic";"Mobile";"Ghana";"Free";"18-24";1
3767;"2025-01-01";"05:27:55";"Referral";"Mobile";"UK";"Free";"35-44";1
3768;"2025-10-20";"03:03:41";"Organic";"Tablet";"Kenya";"Free";"35-44";1
3769;"2025-10-30";"11:16:25";"Referral";"Desktop";"Nigeria";"Premium";"45+";1
